gene_id	gene_name	gene_type	param	colors	labels	module	kme
ENSG00000120093.11	HOXB3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5736352876667542
ENSG00000120149.9	MSX2	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.586584121298714
ENSG00000120217.14	CD274	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5845999836535533
ENSG00000120280.6	CXorf21	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9063113844678002
ENSG00000120328.6	PCDHB12	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3268378987095322
ENSG00000120337.8	TNFSF18	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.4317822731266103
ENSG00000120457.12	KCNJ5	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5015774989514828
ENSG00000120471.15	TP53AIP1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.30706734688688986
ENSG00000120708.17	TGFBI	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.8327853622788619
ENSG00000120756.13	PLS1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5790400294713615
ENSG00000120885.22	CLU	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5753990532938588
ENSG00000120949.15	TNFRSF8	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5668869273289182
ENSG00000121005.9	CRISPLD1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3676466168715431
ENSG00000121380.12	BCL2L14	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7187252097333214
ENSG00000121413.13	ZSCAN18	protein_coding	twok_3p_v1	greenyellow	11	Mod11 (greenyellow)	0.7409290415554572
ENSG00000121440.15	PDZRN3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7814138997628096
ENSG00000121552.4	CSTA	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7552914155801351
ENSG00000121716.20	PILRB	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.7171186867658543
ENSG00000121742.19	GJB6	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7557229079390261
ENSG00000121743.4	GJA3	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.13418235361633463
ENSG00000121753.12	ADGRB2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.428674839824716
ENSG00000121769.8	FABP3	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.6899554684293333
ENSG00000121807.6	CCR2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.846725479130836
ENSG00000121895.8	TMEM156	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7408835420438299
ENSG00000121898.13	CPXM2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6811022027367449
ENSG00000121966.7	CXCR4	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7337601615156355
ENSG00000122025.15	FLT3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8234065287305413
ENSG00000122035.7	RASL11A	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5892144417660674
ENSG00000122122.10	SASH3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9713964336938958
ENSG00000122188.13	LAX1	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.917232030786066
ENSG00000122223.13	CD244	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7339170006913003
ENSG00000122224.18	LY9	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8364054617334342
ENSG00000122367.20	LDB3	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.9158063544604247
ENSG00000122477.13	LRRC39	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.7802525209227886
ENSG00000122574.11	WIPF3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5107657089408154
ENSG00000122641.11	INHBA	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.8693134926094732
ENSG00000122733.12	PHF24	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.2804601751428049
ENSG00000122778.10	KIAA1549	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4605646106231217
ENSG00000122870.12	BICC1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.9106409636801497
ENSG00000122877.16	EGR2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.476666585892816
ENSG00000123080.12	CDKN2C	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.44730480995692284
ENSG00000123095.6	BHLHE41	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5112916116991367
ENSG00000123243.15	ITIH5	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.4003199718709907
ENSG00000123338.13	NCKAP1L	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9582462669706875
ENSG00000123358.20	NR4A1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3293218662252055
ENSG00000123364.5	HOXC13	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.44595626994816584
ENSG00000123388.4	HOXC11	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.018902862012134453
ENSG00000123500.10	COL10A1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8086454333442987
ENSG00000123610.5	TNFAIP6	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7270802243379882
ENSG00000123689.6	G0S2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.014907492736616524
ENSG00000123892.12	RAB38	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.6714644747816987
ENSG00000124102.5	PI3	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7827931404932856
ENSG00000124107.5	SLPI	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.697214904891978
ENSG00000124143.10	ARHGAP40	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5456437818216214
ENSG00000124191.18	TOX2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3187957543146115
ENSG00000124203.6	ZNF831	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.908075888334964
ENSG00000124215.17	CDH26	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.650348984515585
ENSG00000124256.15	ZBP1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7353060023583016
ENSG00000124406.16	ATP8A1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7150701361915398
ENSG00000124429.18	POF1B	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6434540683158463
ENSG00000124466.9	LYPD3	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8074378974596328
ENSG00000124491.16	F13A1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.727676442760221
ENSG00000124507.11	PACSIN1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5985877907379483
ENSG00000124635.9	H2BC11	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.03126562041921526
ENSG00000124731.13	TREM1	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.4005606928674504
ENSG00000124785.9	NRN1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4228199714201228
ENSG00000124839.13	RAB17	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.01655715802944558
ENSG00000124875.10	CXCL6	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.017322921244397445
ENSG00000124882.4	EREG	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.6949319426314047
ENSG00000124920.14	MYRF	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.631324363634494
ENSG00000125144.14	MT1G	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.038955619929506725
ENSG00000125148.7	MT2A	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.6328620781723056
ENSG00000125245.13	GPR18	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8601777841438922
ENSG00000125355.16	TMEM255A	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.3888032682963878
ENSG00000125384.7	PTGER2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6317805610355914
ENSG00000125538.12	IL1B	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.19064937633867043
ENSG00000125618.17	PAX8	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.009089457381207412
ENSG00000125726.11	CD70	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.3778591776628816
ENSG00000125730.17	C3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.564838429382654
ENSG00000125735.11	TNFSF14	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5995786064168218
ENSG00000125740.14	FOSB	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.010460000279194491
ENSG00000125775.15	SDCBP2	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6852109887940218
ENSG00000125845.7	BMP2	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.48357657391208775
ENSG00000125848.10	FLRT3	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7397565068580001
ENSG00000125869.10	LAMP5	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6723522140071021
ENSG00000125910.6	S1PR4	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6601108691084054
ENSG00000125998.8	FAM83C	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5943639620597257
ENSG00000126016.16	AMOT	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5867488785721607
ENSG00000126217.21	MCF2L	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.8329268097666654
ENSG00000126233.2	SLURP1	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.812626696212945
ENSG00000126262.5	FFAR2	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5946056655726724
ENSG00000126353.3	CCR7	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7803315007424121
ENSG00000126709.15	IFI6	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.43261037323962537
ENSG00000126803.9	HSPA2	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.29525076505713704
ENSG00000126878.13	AIF1L	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.41516824496377946
ENSG00000126970.16	ZC4H2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.4598868429147142
ENSG00000127129.10	EDN2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.028920751355824705
ENSG00000127249.15	ATP13A4	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.8295160262909937
ENSG00000127561.15	SYNGR3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5801388625092736
ENSG00000127585.12	FBXL16	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.3187004561761433
ENSG00000127863.16	TNFRSF19	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6496317239479681
ENSG00000127951.8	FGL2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9207755214648967
ENSG00000127954.13	STEAP4	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5366181970970606
ENSG00000127990.19	SGCE	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5898215864186258
ENSG00000128011.5	LRFN1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5083283137152562
ENSG00000128165.9	ADM2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6819980198226238
ENSG00000128266.9	GNAZ	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6495888589612085
ENSG00000128268.12	MGAT3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7070455346339884
ENSG00000128284.19	APOL3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7021511989499726
ENSG00000128298.17	BAIAP2L2	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.4209684934193284
ENSG00000128342.5	LIF	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.46229598509059294
ENSG00000128383.13	APOBEC3A	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5576536014682968
ENSG00000128408.9	RIBC2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.45645119050986604
ENSG00000128422.17	KRT17	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.638289830280164
ENSG00000128510.12	CPA4	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7300504589033455
ENSG00000128573.26	FOXP2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5618564346242065
ENSG00000128591.16	FLNC	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.723341171464131
ENSG00000128594.8	LRRC4	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5157007894746584
ENSG00000128596.17	CCDC136	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5961136769589995
ENSG00000128602.11	SMO	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.41323992339118865
ENSG00000128606.13	LRRC17	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7513559674341233
ENSG00000128710.6	HOXD10	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.14706458491090116
ENSG00000128815.19	WDFY4	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9090138649856194
ENSG00000128833.13	MYO5C	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.791402245866262
ENSG00000128849.11	CGNL1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5196395937426938
ENSG00000129009.13	ISLR	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8404614516535911
ENSG00000129048.7	ACKR4	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.2509034025884996
ENSG00000129151.9	BBOX1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.5026045280919023
ENSG00000129194.8	SOX15	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.4659629975365825
ENSG00000129295.9	LRRC6	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.47434224772843936
ENSG00000129437.11	KLK14	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.608840177219264
ENSG00000129451.12	KLK10	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7701394115390985
ENSG00000129455.15	KLK8	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7330091506791305
ENSG00000129514.8	FOXA1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7181875066781926
ENSG00000129521.15	EGLN3	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.02150139594228434
ENSG00000129595.14	EPB41L4A	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.5521409480568678
ENSG00000129646.14	QRICH2	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.643317943117159
ENSG00000130055.14	GDPD2	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.5352732128257157
ENSG00000130176.8	CNN1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7638130212371681
ENSG00000130203.10	APOE	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6052608165449123
ENSG00000130208.9	APOC1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6171453150916902
ENSG00000130234.12	ACE2	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.3840707906095116
ENSG00000130303.13	BST2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.5407021749015961
ENSG00000130475.14	FCHO1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4673600852830314
ENSG00000130487.9	KLHDC7B	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.31081076184772805
ENSG00000130508.11	PXDN	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7072677531299552
ENSG00000130513.6	GDF15	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.45491125827493906
ENSG00000130558.20	OLFM1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5304341062296872
ENSG00000130595.19	TNNT3	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.7622914510095535
ENSG00000130598.16	TNNI2	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.7830013145471182
ENSG00000130600.19	H19	lncRNA	twok_3p_v1	magenta	9	Mod9 (magenta)	0.3286776061236863
ENSG00000130635.16	COL5A1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7707928414171556
ENSG00000130649.10	CYP2E1	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.5724002392390767
ENSG00000130707.18	ASS1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.17829564701069817
ENSG00000130768.15	SMPDL3B	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.5737510994898676
ENSG00000130829.18	DUSP9	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.48988075877249804
ENSG00000131016.17	AKAP12	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.799822434017183
ENSG00000131037.15	EPS8L1	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7150926493277948
ENSG00000131042.15	LILRB2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.827905616187428
ENSG00000131067.17	GGT7	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.685257992046164
ENSG00000131080.15	EDA2R	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.65591266641966
ENSG00000131203.13	IDO1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7311130607903561
ENSG00000131386.19	GALNT15	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8176475977716912
ENSG00000131398.15	KCNC3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7255097889179095
ENSG00000131401.11	NAPSB	transcribed_unprocessed_pseudogene	twok_3p_v1	blue	2	Mod2 (blue)	0.8633811873666578
ENSG00000131459.13	GFPT2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.45969636673960484
ENSG00000131620.17	ANO1	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.5124728328745831
ENSG00000131650.14	KREMEN2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.0710418264379712
ENSG00000131711.15	MAP1B	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6954726419476039
ENSG00000131730.16	CKMT2	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.8448764735114778
ENSG00000131737.5	KRT34	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.46659183670011123
ENSG00000131773.14	KHDRBS3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5710230403960366
ENSG00000131831.18	RAI2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7405042964866224
ENSG00000131885.17	KRT17P1	transcribed_unprocessed_pseudogene	twok_3p_v1	red	6	Mod6 (red)	0.6142078619310432
ENSG00000131969.15	ABHD12B	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.3137060303870264
ENSG00000132016.11	C19orf57	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.45986859005611747
ENSG00000132031.13	MATN3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.532111932806623
ENSG00000132164.10	SLC6A11	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7906625299147905
ENSG00000132170.23	PPARG	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5823084488799093
ENSG00000132182.12	NUP210	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6481212140331692
ENSG00000132274.16	TRIM22	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5921922072355892
ENSG00000132321.17	IQCA1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.23878164479800773
ENSG00000132329.11	RAMP1	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.46258611391967114
ENSG00000132386.11	SERPINF1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6678183102748273
ENSG00000132465.12	JCHAIN	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.9327771942170399
ENSG00000132514.14	CLEC10A	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8181281908322718
ENSG00000132517.15	SLC52A1	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.6217360359688099
ENSG00000132530.17	XAF1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.37917457284420514
ENSG00000132561.14	MATN2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.32437288082357
ENSG00000132688.11	NES	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.6004500087829716
ENSG00000132744.8	ACY3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.4516690678274827
ENSG00000132746.15	ALDH3B2	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6674337290605531
ENSG00000132749.11	TESMIN	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.3175538599782298
ENSG00000132854.19	KANK4	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.6567144851064963
ENSG00000132932.17	ATP8A2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.42446095310410364
ENSG00000133048.13	CHI3L1	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.5259800511571736
ENSG00000133067.17	LGR6	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.37222208343711133
ENSG00000133083.15	DCLK1	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.7341710913349536
ENSG00000133106.15	EPSTI1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5177005886679227
ENSG00000133110.15	POSTN	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8512281124981701
ENSG00000133135.14	RNF128	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.39452381834082323
ENSG00000133216.17	EPHB2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.17338437859316372
ENSG00000133246.12	PRAM1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7725941580428568
ENSG00000133256.13	PDE6B	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6424023478372856
ENSG00000133321.11	PLAAT4	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5892316116980262
ENSG00000133392.18	MYH11	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5660569485154031
ENSG00000133401.16	PDZD2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.28766481606162647
ENSG00000133687.16	TMTC1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.35193347492010124
ENSG00000133710.16	SPINK5	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7035738548724175
ENSG00000133800.9	LYVE1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5380905853780905
ENSG00000133962.8	CATSPERB	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.006286837294492915
ENSG00000133985.3	TTC9	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.8039400144232745
ENSG00000134028.14	ADAMDEC1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8418414574206536
ENSG00000134061.5	CD180	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8443700921681375
ENSG00000134198.10	TSPAN2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5363164489939983
ENSG00000134202.11	GSTM3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4662537527052225
ENSG00000134245.18	WNT2B	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5035137640062424
ENSG00000134317.18	GRHL1	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7321861806961238
ENSG00000134321.12	RSAD2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.4283613185972434
ENSG00000134326.11	CMPK2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5188396013974288
ENSG00000134339.9	SAA2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.282267651590307
ENSG00000134363.12	FST	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.3878103807505023
ENSG00000134460.18	IL2RA	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8788954286749824
ENSG00000134463.15	ECHDC3	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.057364825784666694
ENSG00000134516.18	DOCK2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9541603370470128
ENSG00000134533.6	RERG	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5641778624063095
ENSG00000134539.17	KLRD1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8115389031352511
ENSG00000134545.14	KLRC1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6666553973496687
ENSG00000134668.12	SPOCD1	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.5924762527972459
ENSG00000134716.11	CYP2J2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.2722054629648269
ENSG00000134755.17	DSC2	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7094732284484057
ENSG00000134757.5	DSG3	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6263125346243306
ENSG00000134760.6	DSG1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7777661580162238
ENSG00000134769.21	DTNA	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.6257505858547995
ENSG00000134775.15	FHOD3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3965503633572423
ENSG00000134780.10	DAGLA	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5797672315511964
ENSG00000134817.11	APLNR	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6702125161495416
ENSG00000134824.14	FADS2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7245336975475553
ENSG00000134853.12	PDGFRA	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8287561541354789
ENSG00000135063.19	FAM189A2	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.4341162083583679
ENSG00000135074.16	ADAM19	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5409294000593861
ENSG00000135083.16	CCNJL	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.32069327134245135
ENSG00000135094.11	SDS	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5541184268019793
ENSG00000135114.12	OASL	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.5165933319363065
ENSG00000135218.19	CD36	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.30483125778623504
ENSG00000135299.17	ANKRD6	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7085525066858852
ENSG00000135318.12	NT5E	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.7773841210017903
